"BAN_1","BAN","CAPITAL","city","agree","attendevent","EX14","IM14","EX15","IM15","設立日期","行業代號","名稱","行業代號_1","名稱_1","行業代號_2","名稱_2","行業代號_3","名稱_3"
22662279,"FD4D71E3B3",3.3e+07,2,FALSE,4,78,11,76,9,761024,259999,"其他未分類金屬製品製造",NA,NA,NA,NA,NA,NA
22662897,"855A3383BF",3e+08,2,FALSE,5,299,180,247,130,880722,259999,"其他未分類金屬製品製造",269999,"其他未分類電子零組件製造",284299,"其他照明器具製造","285999","未分類其他家用電器製造"
22663039,"27465E8A61",8e+07,2,FALSE,12,78,12,78,10,770211,210200,"工業用橡膠製品製造",259999,"其他未分類金屬製品製造",NA,NA,NA,NA
22663381,"987F06EF8A",294600000,3,FALSE,4,0,580,0,531,770107,461313,"衛浴設備批發",524900,"其他陸上運輸輔助",NA,NA,NA,NA
22663431,"E8243F9431",1.98e+08,2,FALSE,4,201,98,131,68,770123,243311,"基本銅件製造",NA,NA,NA,NA,NA,NA
22664564,"E8F71FED23",87559000,1,FALSE,0,0,0,0,0,761020,220111,"塑膠皮、塑膠布製造",NA,NA,NA,NA,NA,NA
22665331,"CD11E75726",48788000,2,FALSE,0,22,3,17,0,770315,220999,"未分類其他塑膠製品製造",NA,NA,NA,NA,NA,NA
22666417,"DB1F727547",11500000,1,FALSE,7,0,0,0,0,761013,474315,"窗簾零售",760912,"農、林、漁、礦、食品、紡織等技術指導服務",456399,"其他家飾品批發","432000","庭園景觀工程"
22668105,"95123B2981",5e+06,2,FALSE,16,12,0,15,0,761001,292999,"其他未分類專用機械設備製造",464999,"未分類其他機械器具批發",NA,NA,NA,NA
22669884,"408FFE1657",4.56e+08,2,FALSE,3,217,58,197,49,780331,220999,"未分類其他塑膠製品製造",293311,"活栓、活閥製造",292700,"橡膠及塑膠加工用機械設備製造","251211","塑膠成型模具製造"
22671299,"E9FEB6A79A",0,2,FALSE,21,4148,824,4093,974,761202,261199,"其他積體電路製造",711213,"積體電路設計",272914,"無線電接收機製造",NA,NA
22675730,"780D126519",5.3e+07,2,FALSE,5,2,18,8,15,761120,464299,"其他電子設備及其零組件批發",464211,"電子器材、電子設備批發",289011,"電源供應器製造","272999","未分類其他通訊傳播設備製造"
22677245,"A1DD1CB6B1",2.9e+07,2,FALSE,4,0,0,0,1,761124,456211,"國產家具（辦公室家具除外）批發",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",456799,"其他清潔用品批發",NA,NA
22679601,"FF354D9E98",427802000,2,FALSE,3,97,10,93,8,770518,474927,"陶瓷器皿、餐具零售",NA,NA,NA,NA,NA,NA
22686461,"E743F5D0EB",7e+07,2,FALSE,2,41,10,33,6,770315,161100,"印刷",152012,"紙袋製造",159999,"其他未分類紙製品製造","452000","綜合商品批發"
22688714,"870E685CCE",5e+06,1,FALSE,12,1,0,1,0,761126,462299,"其他化學製品批發",220999,"未分類其他塑膠製品製造",NA,NA,NA,NA
22689235,"86FF5E8129",2.6e+07,2,FALSE,12,0,0,0,0,770121,251211,"塑膠成型模具製造",251299,"其他金屬模具製造",NA,NA,NA,NA
22689306,"3FA1431ED4",2.2e+07,2,TRUE,2,0,0,0,0,761223,251199,"其他金屬手工具製造",285999,"未分類其他家用電器製造",259999,"其他未分類金屬製品製造","285912","熱水器、排油煙機、瓦斯器具、烘碗機製造"
22689951,"0488C09CB0",5e+07,2,FALSE,2,0,1,0,6,770112,472999,"未分類其他食品及飲料、菸草製品零售",456211,"國產家具（辦公室家具除外）批發",89199,"其他烘焙炊蒸食品製造","321100","木製家具製造"
22690893,"A2A5D57ED9",1e+08,1,FALSE,23,58,54,63,57,761202,319011,"電動代步車製造",332900,"其他醫療器材及用品製造",331199,"其他體育用品製造","465311","汽車零件、汽車百貨批發"
22693596,"BFF65517EA",5e+06,1,FALSE,5,0,0,0,0,761208,220999,"未分類其他塑膠製品製造",461915,"塑膠、橡膠建材製品批發",NA,NA,NA,NA
22693907,"B534B7BA2A",376922270,2,FALSE,22,364,34,329,32,770108,251199,"其他金屬手工具製造",312200,"機車零件製造",332900,"其他醫療器材及用品製造","319099","其他未分類運輸工具及其零件製造"
22697024,"5171D428BC",6e+07,2,FALSE,12,28,0,37,5,761222,283100,"電線及電纜製造",269999,"其他未分類電子零組件製造",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發","276000","輻射及電子醫學設備製造"
22698234,"D331D9BA88",4e+07,2,FALSE,1,2,25,1,20,800809,251199,"其他金屬手工具製造",NA,NA,NA,NA,NA,NA
22698620,"B91B968023",1e+07,2,FALSE,1,0,0,0,0,770601,251211,"塑膠成型模具製造",251299,"其他金屬模具製造",NA,NA,NA,NA
22702791,"DF3D11AF93",492147660,2,FALSE,3,63,12,48,23,770301,293999,"未分類其他通用機械設備製造",275199,"其他量測、導航及控制設備製造",277999,"未分類其他光學儀器及設備製造","303099","其他汽車零件製造"
22703433,"93EFA71132",2e+07,2,FALSE,7,17,0,14,3,770225,293999,"未分類其他通用機械設備製造",465314,"機車零件、機車百貨批發",465311,"汽車零件、汽車百貨批發","461517","金屬手工具批發"
22710053,"C603B92C0F",121500000,2,FALSE,1,70,26,50,27,770113,251199,"其他金屬手工具製造",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",NA,NA,NA,NA
22710103,"48BD2346CE",6.5e+07,2,FALSE,2,42,25,46,23,770210,159999,"其他未分類紙製品製造",220999,"未分類其他塑膠製品製造",NA,NA,NA,NA
22714017,"90F607B503",5.5e+07,2,FALSE,14,10,47,9,41,820901,277999,"未分類其他光學儀器及設備製造",274011,"空白磁片（帶）製造",464999,"未分類其他機械器具批發","464915","醫療機械設備批發"
22717605,"6263D3CA9D",749465130,2,FALSE,10,2188,20,2113,24,761107,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
22720860,"F5924568FC",1.5e+07,3,FALSE,8,0,0,0,0,761125,457299,"其他化粧品批發",271999,"未分類其他電腦週邊設備製造",475299,"其他化粧品零售","194099","其他化粧品製造"
22721447,"DF1EA4D888",1e+06,3,FALSE,4,0,0,0,0,761127,474912,"家用瓦斯器具零售",474913,"排油煙機零售",NA,NA,NA,NA
22738236,"CAF18B0832",9.8e+07,3,FALSE,1,0,2,0,4,770108,473311,"真皮鞋類及其配件零售",473312,"鞋類及其配件（真皮鞋類及其配件除外）零售",NA,NA,NA,NA
22740964,"109FF71BEA",2.5e+07,3,FALSE,2,0,4,0,8,770201,464918,"實驗設備批發",464914,"量測設備批發",NA,NA,NA,NA
22743619,"A46C5BBA3A",2.8e+08,3,FALSE,1,8,0,8,0,770128,631200,"資料處理、網站代管及相關服務",269999,"其他未分類電子零組件製造",292999,"其他未分類專用機械設備製造","340099","其他產業用機械設備維修及安裝"
22744027,"4E5B8DFFD6",5e+06,3,FALSE,7,45,0,39,0,770301,465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA,NA,NA
22746550,"5BDEABE8A0",7.26e+08,2,FALSE,6,17,161,23,152,781018,232999,"未分類其他陶瓷製品製造",461313,"衛浴設備批發",NA,NA,NA,NA
22747973,"23EE455575",1e+08,2,TRUE,5,206,1,8,0,770204,464915,"醫療機械設備批發",454111,"蔬菜批發",454399,"其他水產品批發",NA,NA
22748353,"5527F3203F",266200000,3,FALSE,10,88,0,79,1,770205,275199,"其他量測、導航及控制設備製造",NA,NA,NA,NA,NA,NA
22749711,"D880F26BA3",999496000,2,FALSE,5,0,0,0,0,770202,281099,"其他發電、輸電、配電機械製造",284299,"其他照明器具製造",269999,"其他未分類電子零組件製造","289099","未分類其他電力設備製造"
22763939,"D39EF474A7",2e+07,2,TRUE,2,0,0,0,0,770321,461511,"金屬門窗批發",243200,"銅鑄造",NA,NA,NA,NA
22765021,"2209B9A12C",198250000,2,FALSE,4,43,0,50,0,770830,303011,"汽車電力系統製造",241311,"鋼板（捲）、鋼帶、鋼片製造",254411,"基本金屬表面處理","469999","其他未分類專賣批發"
22766339,"58F099C6B4",1.5e+08,2,FALSE,9,270,47,225,35,770104,259100,"螺絲、螺帽及鉚釘製造",NA,NA,NA,NA,NA,NA
22766823,"ED54526163",1.08e+08,2,FALSE,19,1,44,1,42,770126,456799,"其他清潔用品批發",193012,"清潔劑製造",NA,NA,NA,NA
22767858,"59BBF31503",5e+06,2,FALSE,18,8,3,7,3,770203,251199,"其他金屬手工具製造",NA,NA,NA,NA,NA,NA
22771229,"CD5DE669EF",1594210220,2,FALSE,7,647,315,614,320,770418,269913,"電子管製造",464211,"電子器材、電子設備批發",275200,"鐘錶製造","456511","鐘錶及鐘錶零件批發"
22773079,"39AD04E80C",779757000,2,FALSE,8,323,3,306,3,860107,273099,"其他視聽電子產品製造",469999,"其他未分類專賣批發",NA,NA,NA,NA
22774892,"1FC0FDB4D1",304600000,2,FALSE,58,22,48,21,42,770420,283100,"電線及電纜製造",272112,"有線電話製造",269999,"其他未分類電子零組件製造","464299","其他電子設備及其零組件批發"
22778617,"C5C02CA9B8",1e+07,2,FALSE,0,32,0,20,0,770310,292500,"木工機械設備製造",289099,"未分類其他電力設備製造",461599,"其他金屬建材批發",NA,NA
22779051,"FE4EFAC9DB",1e+07,2,FALSE,3,0,0,0,0,780523,251113,"鎖具及鑰匙製造",NA,NA,NA,NA,NA,NA
22783724,"ABB2ED9A34",8500000,1,FALSE,8,5,0,9,0,770314,303099,"其他汽車零件製造",312200,"機車零件製造",319099,"其他未分類運輸工具及其零件製造",NA,NA
22785758,"1483B43E38",5e+06,2,FALSE,8,1,0,0,0,770523,284100,"電燈泡及燈管製造",284100,"電燈泡及燈管製造",NA,NA,NA,NA
22787236,"237158B41E",1.2e+08,2,FALSE,2,1,30,0,15,771125,474927,"陶瓷器皿、餐具零售",NA,NA,NA,NA,NA,NA
22787475,"2DA14DE3C4",5e+06,2,FALSE,6,4,1,5,1,770712,259100,"螺絲、螺帽及鉚釘製造",NA,NA,NA,NA,NA,NA
22793069,"BEE2C150C6",1e+06,1,FALSE,1,0,0,0,0,770906,233300,"水泥製品製造",NA,NA,NA,NA,NA,NA
22794503,"609A3F1DCD",756617400,1,FALSE,6,424,125,385,93,770614,251299,"其他金屬模具製造",461516,"建材五金（基本金屬）批發",NA,NA,NA,NA
22795046,"474645FFCF",1.8e+07,2,FALSE,5,26,2,21,2,770425,251199,"其他金屬手工具製造",NA,NA,NA,NA,NA,NA
22798584,"81B151E717",1143750000,1,FALSE,12,1220,304,1068,203,771003,259100,"螺絲、螺帽及鉚釘製造",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",461516,"建材五金（基本金屬）批發","469999","其他未分類專賣批發"
22799113,"4841A63F1F",5e+06,2,FALSE,11,0,0,0,0,770326,452000,"綜合商品批發",473211,"服裝零售",NA,NA,NA,NA
22801791,"EE109CD7E2",5e+06,2,FALSE,7,8,0,7,0,770407,293800,"動力手工具製造",451099,"其他商品經紀",NA,NA,NA,NA
22802861,"76DECD7505",285235260,2,FALSE,15,124,6,240,2,770401,281099,"其他發電、輸電、配電機械製造",NA,NA,NA,NA,NA,NA
22808838,"1F019D5918",2.5e+07,1,TRUE,6,25,0,18,0,770719,285912,"熱水器、排油煙機、瓦斯器具、烘碗機製造",259999,"其他未分類金屬製品製造",456999,"未分類其他家庭器具及用品批發",NA,NA
22808979,"F27665F87B",5e+06,1,FALSE,5,0,0,0,0,770603,303099,"其他汽車零件製造",NA,NA,NA,NA,NA,NA
22812468,"7766AF6DF1",1e+07,2,TRUE,7,5,0,4,0,780501,220999,"未分類其他塑膠製品製造",NA,NA,NA,NA,NA,NA
22817999,"62CB83569E",0,1,FALSE,8,1503,177,1365,104,770323,112112,"棉混紡梭織布製造",332900,"其他醫療器材及用品製造",233300,"水泥製品製造","473211","服裝零售"
22819700,"18A3CCB4F8",1941485000,3,FALSE,5,17,540,18,369,770322,283100,"電線及電纜製造",451099,"其他商品經紀",433112,"電路工程","210900","其他橡膠製品製造"
22820283,"07B8785A5B",78440000,2,FALSE,9,76,24,91,14,770401,313100,"自行車製造",NA,NA,NA,NA,NA,NA
22822281,"2CE2588D64",0,2,TRUE,20,510,527,366,733,770509,272999,"未分類其他通訊傳播設備製造",272112,"有線電話製造",332900,"其他醫療器材及用品製造","271999","未分類其他電腦週邊設備製造"
22826420,"800832FE58",3.2e+07,2,FALSE,3,26,9,32,7,770521,311014,"海上結構物、船舶專用機械及其零件製造",NA,NA,NA,NA,NA,NA
22828200,"D59EFDFD17",7400000,2,FALSE,8,0,1,0,0,770606,464999,"未分類其他機械器具批發",NA,NA,NA,NA,NA,NA
22837088,"76787DE90E",839545890,2,FALSE,2,74,84,107,81,770908,159999,"其他未分類紙製品製造",276000,"輻射及電子醫學設備製造",269999,"其他未分類電子零組件製造","464211","電子器材、電子設備批發"
22853621,"F2CA78E9C5",4e+08,3,FALSE,1,112,56,145,63,770707,231999,"未分類其他玻璃及其製品製造",NA,NA,NA,NA,NA,NA
22853690,"1D1E596719",1e+08,2,FALSE,4,13,27,13,40,771108,181011,"酸類製造",NA,NA,NA,NA,NA,NA
22853994,"B2AAF5A477",1.59e+09,3,FALSE,4,1329,1108,1103,729,770807,451099,"其他商品經紀",184199,"其他合成樹脂及塑膠製造",NA,NA,NA,NA
22855873,"52BD8815A0",5e+06,2,FALSE,8,11,0,11,0,770401,451099,"其他商品經紀",NA,NA,NA,NA,NA,NA
22857680,"E14516220B",217992600,3,FALSE,5,67,15,58,15,770401,283100,"電線及電纜製造",NA,NA,NA,NA,NA,NA
22860382,"F9F5AAF182",1.5e+07,2,FALSE,1,0,0,0,0,770816,252211,"金屬門窗（框）製造",253999,"未分類其他金屬容器製造",433115,"消防警報系統工程","481014","居家修繕用品零售"
22865204,"7C70278435",5e+06,3,FALSE,0,0,0,0,0,841125,456211,"國產家具（辦公室家具除外）批發",464999,"未分類其他機械器具批發",NA,NA,NA,NA
22871374,"1735C7431A",5e+06,2,FALSE,1,13,2,16,1,830311,464915,"醫療機械設備批發",487113,"網際網路拍賣",471999,"未分類其他綜合商品零售",NA,NA
22880373,"EB6F7E663C",5e+06,3,FALSE,12,0,0,0,0,770524,455312,"鞋類及其配件（真皮鞋類及其配件除外）批發",455311,"真皮鞋類及其配件批發",NA,NA,NA,NA
22882858,"E2EE2F444B",5e+06,3,FALSE,3,0,0,0,0,910911,452000,"綜合商品批發",451099,"其他商品經紀",NA,NA,NA,NA
22883408,"EE6B5EBCE9",6e+07,3,FALSE,2,96,1,115,0,770521,455211,"服裝批發",NA,NA,NA,NA,NA,NA
22886469,"ADB9FB90DB",4e+07,2,FALSE,6,30,2,30,5,770520,313200,"自行車零件製造",319099,"其他未分類運輸工具及其零件製造",NA,NA,NA,NA
22901285,"9C06A459A3",1e+08,3,FALSE,5,1,104,0,94,770706,475113,"醫療耗材零售",464915,"醫療機械設備批發",NA,NA,NA,NA
22904678,"7510E66451",1e+07,2,FALSE,11,1,0,1,0,770518,457113,"醫療耗材批發",NA,NA,NA,NA,NA,NA
22906009,"2E3A795B30",1188533900,2,FALSE,3,23,13,13,13,770530,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
22907106,"836DA8CD12",2e+08,2,FALSE,10,19,17,45,24,770608,184199,"其他合成樹脂及塑膠製造",220111,"塑膠皮、塑膠布製造",220300,"工業用塑膠製品製造","220912","強化塑膠製品製造"
22907231,"C1390EC98B",1e+08,1,FALSE,2,4,0,8,0,771004,303099,"其他汽車零件製造",NA,NA,NA,NA,NA,NA
22907416,"DCA80963A2",2.3e+08,2,FALSE,4,398,45,318,38,771024,199099,"未分類其他化學製品製造",530100,"普通倉儲經營",NA,NA,NA,NA
2290791,"DD30D361CD",88500000,3,FALSE,3,50,2,49,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
22910469,"CA447BE90E",1.5e+07,1,FALSE,3,9,18,9,21,770511,251199,"其他金屬手工具製造",NA,NA,NA,NA,NA,NA
22911832,"CFD181DEFA",8.9e+08,1,FALSE,7,141,82,123,68,770907,220999,"未分類其他塑膠製品製造",NA,NA,NA,NA,NA,NA
22914520,"E9D8F3749E",4e+07,2,FALSE,7,38,8,43,5,770616,251199,"其他金屬手工具製造",NA,NA,NA,NA,NA,NA
22920305,"E8F570DC4A",5e+07,1,FALSE,4,62,9,53,1,770513,259999,"其他未分類金屬製品製造",NA,NA,NA,NA,NA,NA
22923773,"C73FC6A195",1e+07,2,FALSE,8,5,0,7,0,770627,251199,"其他金屬手工具製造",461516,"建材五金（基本金屬）批發",292999,"其他未分類專用機械設備製造","220911","塑膠日用品製造"
22924999,"8427DC43C7",5e+06,2,FALSE,2,1,0,2,0,770623,251199,"其他金屬手工具製造",293999,"未分類其他通用機械設備製造",464999,"未分類其他機械器具批發","461515","建材五金（螺絲、螺帽、鉚釘等金屬製品）批發"
22925673,"89AC0F2BC4",7e+06,2,FALSE,2,0,0,0,0,770519,485299,"未分類其他全新商品零售",481014,"居家修繕用品零售",NA,NA,NA,NA
22927172,"EEAA5ECE95",6e+07,2,FALSE,20,0,1,0,0,770613,241212,"鑄鐵件鑄造",NA,NA,NA,NA,NA,NA
22927617,"5E806908D7",1537279020,2,TRUE,3,1345,365,828,239,770502,111999,"未分類其他紡紗紡製",115115,"車套、車用椅套製造",184111,"聚酯粒製造","185099","其他人造纖維製造"
22928881,"A1A3ACC5FF",665860000,2,FALSE,7,65,16,6,5,770601,269999,"其他未分類電子零組件製造",464211,"電子器材、電子設備批發",NA,NA,NA,NA
22931561,"1C475842EC",3e+08,2,FALSE,6,133,2,165,4,770617,293311,"活栓、活閥製造",293999,"未分類其他通用機械設備製造",464999,"未分類其他機械器具批發","461516","建材五金（基本金屬）批發"
22936307,"AA510B8A02",2.5e+07,2,TRUE,7,4,0,5,0,770805,475113,"醫療耗材零售",475199,"其他藥品及醫療用品零售",NA,NA,NA,NA
22940891,"4A7ABD7710",22010000,1,FALSE,8,13,0,11,0,791024,303099,"其他汽車零件製造",NA,NA,NA,NA,NA,NA
22943031,"310D876D71",162300000,1,FALSE,2,65,2,54,18,790507,241212,"鑄鐵件鑄造",252211,"金屬門窗（框）製造",252299,"其他金屬建築組件製造","254412","金屬製品表面處理"
22943047,"544B5966C8",1.5e+07,1,FALSE,9,0,0,1,0,770614,251299,"其他金屬模具製造",251199,"其他金屬手工具製造",451099,"其他商品經紀","461913","平板玻璃批發"
22944019,"97DB997B87",773813550,2,FALSE,2,10,0,0,0,770613,269999,"其他未分類電子零組件製造",464299,"其他電子設備及其零組件批發",284299,"其他照明器具製造",NA,NA
22948084,"B81F4BCA43",837687820,2,FALSE,3,107,3,102,5,770620,259999,"其他未分類金屬製品製造",254412,"金屬製品表面處理",269999,"其他未分類電子零組件製造","251299","其他金屬模具製造"
22950314,"F6A3A106B3",30698550,2,TRUE,5,19,3,13,3,770919,293999,"未分類其他通用機械設備製造",NA,NA,NA,NA,NA,NA
22951377,"0000C9064A",1.5e+08,2,FALSE,13,0,0,0,0,770707,220999,"未分類其他塑膠製品製造",NA,NA,NA,NA,NA,NA
22954091,"00A680B1E6",1066431000,2,FALSE,1,21,0,21,0,771018,241212,"鑄鐵件鑄造",303099,"其他汽車零件製造",NA,NA,NA,NA
22956274,"492099EADF",116380000,2,FALSE,1,0,12,0,9,770707,161100,"印刷",NA,NA,NA,NA,NA,NA
22956507,"CCD46FDEDE",2e+08,3,FALSE,0,0,0,0,0,770705,482999,"未分類其他燃料零售",181012,"固、液態氣體製造",NA,NA,NA,NA
22960571,"761AEC2990",0,2,FALSE,8,130,643,134,470,770629,269999,"其他未分類電子零組件製造",464211,"電子器材、電子設備批發",464111,"電腦及電腦週邊設備批發","271999","未分類其他電腦週邊設備製造"
22961115,"B2FF29CBC7",1.5e+07,1,FALSE,4,26,0,29,0,780118,303099,"其他汽車零件製造",465311,"汽車零件、汽車百貨批發",312200,"機車零件製造",NA,NA
22961776,"C47360098A",5.3e+07,1,FALSE,4,47,6,48,6,820407,292700,"橡膠及塑膠加工用機械設備製造",462299,"其他化學製品批發",NA,NA,NA,NA
22965105,"D1260FA84B",2.92e+08,1,FALSE,8,207,5,213,4,821116,291212,"金屬切削成型工具機械製造",251299,"其他金屬模具製造",259100,"螺絲、螺帽及鉚釘製造","303099","其他汽車零件製造"
22965273,"27A16D0956",5e+06,2,FALSE,5,0,1,4,0,770824,285400,"家用電扇製造",259300,"金屬線製品製造",NA,NA,NA,NA
22971275,"6FC6D0D95D",6e+06,1,FALSE,4,9,1,6,1,770805,465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA,NA,NA
22972106,"6D438FDD70",6.5e+07,1,FALSE,8,192,2,176,1,770817,303099,"其他汽車零件製造",285999,"未分類其他家用電器製造",220999,"未分類其他塑膠製品製造","469999","其他未分類專賣批發"
22976047,"FA66958183",1111573200,1,TRUE,13,829,97,567,53,770815,111999,"未分類其他紡紗紡製",111300,"人造纖維加工絲製造",113000,"不織布製造","115999","未分類其他紡織品製造"
22977236,"7CA7032611",5e+08,2,FALSE,9,26,232,33,281,780317,254999,"未分類其他金屬加工處理",249911,"貴金屬製造",254411,"基本金屬表面處理","251299","其他金屬模具製造"
22981288,"287F9CDE38",3.7e+07,2,FALSE,5,16,10,14,11,780413,293999,"未分類其他通用機械設備製造",NA,NA,NA,NA,NA,NA
22982771,"D0E71C0CB4",294503400,1,FALSE,8,98,0,130,0,770817,456211,"國產家具（辦公室家具除外）批發",454811,"茶葉批發",474211,"國產家具（辦公室家具除外）零售","233300","水泥製品製造"
